BIOCHEMICAL,PATHWAY,ChemRICHClass,PUBCHEM,INCHIKEY,PLATFORM,MASS,RI
1-palmitoyl-gpc (16:0),lipid,PC,86554,ASWBNKHCZGQVJV-UHFFFAOYSA-N,lc/ms pos late,496.33977,1525
1-palmitoyl-gpe (16:0),lipid,PE,9547069,YVYMBNSKXOXSKW-HXUWFJFHSA-N,lc/ms pos late,454.29282,1544
1-palmitoyl-gpg (16:0),lipid,LPG,3300276,BVJSKAUUFXBDOB-UHFFFAOYSA-N,lc/ms neg,483.27284,1617
1-palmitoyl-gpg (16:0)*,lipid,LPG,3300276,BVJSKAUUFXBDOB-UHFFFAOYSA-N,lc/ms neg,483.27284,5570
1-palmitoyl-gpi (16:0),lipid,LPI,71296206,UOXRPRZMAROFPH-IESLQMLBSA-M,lc/ms neg,571.28888,5564
1-palmitoyl-gpi (16:0)*,lipid,LPI,71296206,UOXRPRZMAROFPH-IESLQMLBSA-M,lc/ms neg,571.28888,5564
1-palmitoyl-gpi* (16:0),lipid,LPI,71296206,UOXRPRZMAROFPH-IESLQMLBSA-M,lc/ms neg,571.2889,5564
1-palmitoyl-gpi* (16:0)*,lipid,LPI,71296206,UOXRPRZMAROFPH-IESLQMLBSA-M,lc/ms neg,571.3,5573
1-palmitoyl-gps (16:0),lipid,,,,lc/ms pos late,498.28265,1551
1-palmitoyl-gps (16:0)*,lipid,LPS,,,lc/ms neg,496.26809,5572
1-palmitoylplasmenylethanolamine,lipid,p-LPE,42607469,QYTPGOPLNFESQC-NUTQULCTSA-N,lc/ms neg,436.4,6153
1-palmitoylplasmenylethanolamine*,lipid,p-LPE,42607469,QYTPGOPLNFESQC-NUTQULCTSA-N,lc/ms neg,436.4,6153
1-palmityl-2-arachidonoyl-gpc (o-16:0/20:4)*,glycerophosopholipid mtb,PC,,,lc/ms pos late,768.5902,2183
1-palmityl-2-dihomo-linolenoyl-gpc (o-16:0/20:3)*,,PC,,,lc/ms pos late,,
1-palmityl-2-linoleoyl-gpc (o-16:0/18:2)*,glycerophosopholipid mtb,PC,,,lc/ms pos late,744.5902,2200
1-palmityl-2-oleoyl-gpc (o-16:0/18:1)*,glycerophosopholipid mtb,PC,24779266,SIEDNCDNGMIKST-IYEJTHTFSA-N,lc/ms pos late,746.6058,2456
1-palmityl-2-palmitoyl-gpc (o-16:0/16:0)*,glycerophosopholipid mtb,PC,,,lc/ms pos late,720.5902,2415
1-palmityl-2-stearoyl-gpc (o-16:0/18:0)*,glycerophosopholipid mtb,PC,,,lc/ms pos late,748.6215,2548
1-palmityl-gpc (o-16:0),lipid,PC,3983,VLBPIWYTPAXCFJ-UHFFFAOYSA-N,lc/ms pos late,482.3605,1573
1-palmityl-gpe (o-16:0)*,glycerophosopholipid mtb,PE,,,lc/ms pos late,440.3136,1570
1-pentadecanoyl-2-arachidonoyl-gpc (15:0/20:4)*,glycerophosopholipid mtb,PC,,,lc/ms pos late,768.5538,1988
1-pentadecanoyl-2-docosahexaenoyl-gpc (15:0/22:6)*,glycerophosopholipid mtb,PC,,,lc/ms pos late,792.5538,1925
1-pentadecanoyl-2-linoleoyl-gpc (15:0/18:2)*,lipid,PC,24778664,DGBYUHHIADYUMU-UESLNCBNSA-N,lc/ms pos late,744.55378,2057
1-pentadecanoyl-2-oleoyl-gpc (15:0/18:1)*,lipid,PC,52922312,ZEWLMKXMNQOCOQ-KUNNKMQBSA-N,lc/ms pos late,746.56944,2224
1-pentadecanoylglycerol (15:0),lipid,MAG,190750,QSKPZDMBULYMDQ-UHFFFAOYSA-N,lc/ms neg,241.21728,6200
1-pentadecanoylglycerol (1-monopentadecanoin),,,,,lc/ms neg,241.21728,6200
1-pentadecanoylglycerophosphocholine (15:0)*,lipid,LPC,,,lc/ms pos,482.3,5563
1-pentadecanoylglycerophosphocholine*,lipid,LPC,,,lc/ms pos,482.3,5563
1-pentadecanoyl-gpc (15:0)*,glycerophosopholipid mtb,PC,,,lc/ms pos late,482.3241,1474
1-pentanol sulfate,,,,,lc/ms neg,167.03835,3015
1-ribosyl-imidazoleacetate,amino acid,Azoles,440569,AHPWEWASPTZMEK-PEBGCTIMSA-N,lc/ms pos early,259.09247,2006
1-ribosyl-imidazoleacetate*,amino acid,Azoles,440569,AHPWEWASPTZMEK-PEBGCTIMSA-N,lc/ms pos early,259.09247,2006
1-stearoyl-2-adrenoyl-gpc (18:0/22:4)*,glycerophosopholipid mtb,PC,,,lc/ms pos late,838.632,2444
1-stearoyl-2-adrenoyl-gpe (18:0/22:4)*,,PE,,,lc/ms pos late,,
1-stearoyl-2-adrenoyl-gps (18:0/22:4)*,,,,,lc/ms pos late,,
1-stearoyl-2-arachidonoyl-glycosyl-gpe (18:0/20:4),lipid,,,,lc/ms pos late,930.6066,2423
1-stearoyl-2-arachidonoyl-glycosyl-gpe (18:0/20:4)**,,,,,lc/ms pos late,930.60661,2423
1-stearoyl-2-arachidonoyl-gpc (18:0/20:4),lipid,PC,16219824,PSVRFUPOQYJOOZ-QNPWAGBNSA-N,lc/ms pos late,810.60074,2300
1-stearoyl-2-arachidonoyl-gpe (18:0/20:4),lipid,PE,5289133,ANRKEHNWXKCXDB-BHFWLYLHSA-N,lc/ms pos late,768.55378,2424
1-stearoyl-2-arachidonoyl-gpe (18:0/20:4)*,,PE,5289133,ANRKEHNWXKCXDB-BHFWLYLHSA-N,lc/ms polar,766.53922,756
1-stearoyl-2-arachidonoyl-gpi (18:0/20:4),lipid,PI,71581203,KRTOMQDUKGRFDJ-ZWTKVEACSA-M,lc/ms pos late,904.59096,3000
1-stearoyl-2-arachidonoyl-gpi (18:0/20:4)*,,PI,71581203,KRTOMQDUKGRFDJ-ZWTKVEACSA-M,lc/ms polar,885.54948,870
1-stearoyl-2-arachidonoyl-gps (18:0/20:4),lipid,PI,24779545,,lc/ms pos late,812.54361,2565
1-stearoyl-2-dihomo-linolenoyl-gpc (18:0/20:3n3 or 6)*,glycerophosopholipid mtb,PC,,,lc/ms pos late,812.6164,2384
1-stearoyl-2-dihomo-linolenoyl-gpe (18:0/20:3n3 or 6)*,glycerophosopholipid mtb,PE,,,lc/ms pos late,770.5694,2567
1-stearoyl-2-dihomo-linolenoyl-gpi (18:0/20:3n3 or 6)*,glycerophosopholipid mtb,PI,,,lc/ms pos late,906.6066,3271
1-stearoyl-2-dihomo-linolenoyl-gps (18:0/20:3n3 or 6)*,lipid,PS,,,lc/ms pos late,,
1-stearoyl-2-docosahexaenoyl-glycosyl-gpe (18:0/22:6),lipid,,,,lc/ms pos late,954.6066,2316
1-stearoyl-2-docosahexaenoyl-glycosyl-gpe (18:0/22:6)**,,,,,lc/ms pos late,954.60661,2316
1-stearoyl-2-docosahexaenoyl-gpc (18:0/22:6),lipid,PC,24778876,FAUYAENFVCNTAL-PFFNLMTBSA-N,lc/ms pos late,834.60128,2197
1-stearoyl-2-docosahexaenoyl-gpe (18:0/22:6),lipid,PE,9546798,XYYHNDVKALDFHQ-OXHZBIAZSA-N,lc/ms pos late,792.55378,2375
1-stearoyl-2-docosahexaenoyl-gpe (18:0/22:6)*,lipid,PE,9546798,XYYHNDVKALDFHQ-OXHZBIAZSA-N,lc/ms pos late,792.55378,2317
1-stearoyl-2-docosahexaenoyl-gpi (18:0/22:6)*,glycerophosopholipid mtb,PI,,,lc/ms pos late,928.591,2800
1-stearoyl-2-docosahexaenoyl-gps (18:0/22:6)*,lipid,PS,,,lc/ms pos late,836.5436,2407
1-stearoyl-2-docosapentaenoyl-gpc (18:0/22:5n3)*,glycerophosopholipid mtb,PC,,,lc/ms pos late,836.6164,2282
1-stearoyl-2-docosapentaenoyl-gpc (18:0/22:5n6)*,glycerophosopholipid mtb,PC,,,lc/ms pos late,836.6164,2369
1-stearoyl-2-docosapentaenoyl-gpe (18:0/22:5n3)*,glycerophosopholipid mtb,PE,,,lc/ms pos late,794.5694,2415
1-stearoyl-2-docosapentaenoyl-gpe (18:0/22:5n6)*,glycerophosopholipid mtb,PE,,,lc/ms pos late,794.5694,2515
1-stearoyl-2-docosapentaenoyl-gpi (18:0/22:5n3)*,,PI,,,lc/ms pos late,,
1-stearoyl-2-docosapentaenoyl-gps (18:0/22:5n3)*,,,,,lc/ms pos late,,
1-stearoyl-2-linoleoyl-glycosyl-gpe (18:0/18:2),lipid,,,,lc/ms pos late,906.6066,2516
1-stearoyl-2-linoleoyl-glycosyl-gpe (18:0/18:2)**,,,,,lc/ms pos late,906.60661,2516
1-stearoyl-2-linoleoyl-gpa (18:0/18:2)*,,,,,lc/ms pos late,718.53814,3259
1-stearoyl-2-linoleoyl-gpc (18:0/18:2),lipid,PC,6441487,FORFDCPQKJHEBF-VPUSDGANSA-N,lc/ms pos late,786.60074,2450
1-stearoyl-2-linoleoyl-gpc (18:0/18:2)*,lipid,PC,6441487,FORFDCPQKJHEBF-VPUSDGANSA-N,lc/ms pos late,786.60074,2380
1-stearoyl-2-linoleoyl-gpe (18:0/18:2),lipid,PE,9546749,YDTWOEYVDRKKCR-KNERPIHHSA-N,lc/ms pos late,744.55378,2575
1-stearoyl-2-linoleoyl-gpe (18:0/18:2)*,lipid,PE,9546749,YDTWOEYVDRKKCR-KNERPIHHSA-N,lc/ms pos late,744.55378,2522
1-stearoyl-2-linoleoyl-gpg (18:0/18:2),lipid,,,,lc/ms pos late,792.57492,3208
1-stearoyl-2-linoleoyl-gpg (18:0/18:2)*,lipid,,,,lc/ms pos late,792.5749,3208
1-stearoyl-2-linoleoyl-gpi (18:0/18:2),lipid,PI,86289142,,lc/ms pos late,880.59096,3185
1-stearoyl-2-linoleoyl-gpi (18:0/18:2)*,,PI,86289142,,lc/ms polar,861.54985,896
1-stearoyl-2-linoleoyl-gps (18:0/18:2),lipid,,,,lc/ms pos late,788.54361,2689
1-stearoyl-2-meadoyl-gpc (18:0/20:3n9)*,lipid,PC,24778855,QXDDDGCNWRUEFM-UMKMFDOBSA-N,lc/ms pos late,,
1-stearoyl-2-oleoyl-gpc (18:0/18:1),lipid,PC,24778825,ATHVAWFAEPLPPQ-VRDBWYNSSA-N,lc/ms pos late,788.61639,2644
1-stearoyl-2-oleoyl-gpe (18:0/18:1),lipid,PE,46891779,JQKOHRZNEOQNJE-DJEJVYNPSA-N,lc/ms pos late,746.56944,2858
1-stearoyl-2-oleoyl-gpg (18:0/18:1),lipid,PG,46891846,AZUBILBUHSANJX-VDVGXYCESA-M,lc/ms polar,775.54946,717
1-stearoyl-2-oleoyl-gpi (18:0/18:1)*,lipid,PI,,,lc/ms pos late,882.60661,3711
1-stearoyl-2-oleoyl-gps (18:0/18:1),lipid,PS,9547094,,lc/ms pos late,790.5593,3000
1-stearoyl-2-oleoyl-gps (18:0/18:1)*,,PS,9547094,,lc/ms polar,788.54473,901
1-stearoylglycerol (18:0),lipid,MAG,24699,VBICKXHEKHSIBG-UHFFFAOYSA-N,gc/ms,399.4,2186.6
1-stearoylglycerol (1-monostearin),lipid,,,,gc/ms,399.4,2186.6
1-stearoylglycerophosphocholine,lipid,LPC,497299,IHNKQIMGVNPMTC-RUZDIDTESA-N,lc/ms pos,524.4,5844
1-stearoylglycerophosphocholine (18:0),lipid,LPC,497299,IHNKQIMGVNPMTC-RUZDIDTESA-N,lc/ms pos,524.4,5844
1-stearoylglycerophosphoethanolamine,lipid,LPE,9547068,BBYWOYAFBUOUFP-JOCHJYFZSA-N,lc/ms neg,480.4,6200
1-stearoylglycerophosphoglycerol,lipid,LPG,10029397,HFJVKBVEKQHVTO-UHFFFAOYSA-N,lc/ms neg,511.4,5826
1-stearoylglycerophosphoinositol,lipid,LPI,71581134,MXAFDFDAIFZFET-CZDOQZASSA-N,lc/ms neg,599.4,5800
1-stearoylglycerophosphoserine*,lipid,LPS,9547101,ZPDQFUYPBVXUKS-UHFFFAOYSA-N,lc/ms neg,524.29939,5798.7
1-stearoyl-gpa (18:0),lipid,LPA,,,lc/ms neg,437.26736,5829
1-stearoyl-gpc (18:0),lipid,LPC,497299,IHNKQIMGVNPMTC-RUZDIDTESA-N,lc/ms pos late,524.37107,1606
1-stearoyl-gpe (18:0),lipid,LPE,9547068,BBYWOYAFBUOUFP-JOCHJYFZSA-N,lc/ms pos late,482.32412,1626
1-stearoyl-gpg (18:0),lipid,LPG,42607484,,lc/ms neg,511.30414,5816
1-stearoyl-gpi (18:0),lipid,LPI,42607495,,lc/ms neg,599.32018,5794
1-stearoyl-gps (18:0),lipid,,,,lc/ms neg,524.29939,1634
1-stearoyl-gps (18:0)*,lipid,LPS,9547101,ZPDQFUYPBVXUKS-KEKNWZKVSA-N,lc/ms neg,524.29939,5800
1-stearoylplasmenylethanolamine*,lipid,p-LPE,,,lc/ms neg,464.31464,6500
1-stearyl-2-arachidonoyl-gpc (o-18:0/20:4)*,glycerophosopholipid mtb,PC,,,lc/ms pos late,796.6215,2378
1-stearyl-2-docosapentaenoyl-gpc (o-18:0/22:5n3)*,glycerophosopholipid mtb,PC,,,lc/ms pos late,822.6371,2358
1-stearyl-2-linoleoyl-gpc (o-18:0/18:2)*,,PC,,,lc/ms pos late,,
1-stearyl-gpc (o-18:0)*,lipid,PC,2733532,XKBJVQHMEXMFDZ-AREMUKBSSA-N,lc/ms pos late,,
1-stearyl-gpe (o-18:0)*,lipid,PE,,,lc/ms pos late,,
1-tetracosadienoyl-gpc (24:2)*,lipid,,,,lc/ms pos late,,
1-tetracosatrienoyl-gpc (24:3)*,lipid,,,,lc/ms pos late,,
1-tetradecenoylglycerol (1-monomyristolein),,,,,lc/ms pos,318.26389,5522
1-tricosanoyl-gpc (23:0)*,,,,,lc/ms pos late,,
2-(4-hydroxyphenyl)propionate,xenobiotics,,,,lc/ms neg,165.05571,1797.3
"2,2'-methylenebis(6-tert-butyl-p-cresol)",xenobiotics,Cresols,8398,KGRVJHAUYBGFFP-UHFFFAOYSA-N,lc/ms polar,339.23295,703
"2,3-butanediol",carbohydrate,Glycols,262,OWBTYPJTUOEWEK-UHFFFAOYSA-N,gc/ms,116.9,1075
"2,3-dihydroxy-2-methylbutyrate",amino acid,"Acids, Acyclic",301941,AOWPAWLEXIYETE-UHFFFAOYSA-N,lc/ms polar,133.05063,1318
"2,3-dihydroxy-3-methylvalerate",amino acid,,,,lc/ms neg,147.06628,1413
"2,3-dihydroxy-5-methylthio-4-pentenoate (dmtpa)",amino acid,,,,lc/ms neg,177.0227,1156
"2,3-dihydroxy-5-methylthio-4-pentenoate (dmtpa)*",amino acid,,,,lc/ms neg,177.0227,1156
"2,3-dihydroxyisovalerate",xenobiotics,"Acids, Acyclic",677,JTEYKUFKXGDTEU-UHFFFAOYSA-N,lc/ms polar,133.05063,1050
"2,3-dihydroxypyridine",xenobiotics,"Heterocyclic Compounds, 1-Ring",28115,GGOZGYRTNQBSSA-UHFFFAOYSA-N,lc/ms pos early,112.0393,1420
"2,3-dimethylphenol sulfate",xenobiotics,,,,lc/ms neg,201.0227,3376
"2,3-dimethylsuccinate",amino acid,Dicarboxylic Acids,11848,KLZYRCVPDWTZLH-UHFFFAOYSA-N,lc/ms polar,145.0506,2800
"2,3-diphosphoglycerate",carbohydrate,Diphosphoglyceric Acids,61,XOHUEYCVLUUEJJ-UHFFFAOYSA-N,lc/ms neg,264.952,555
"2,4,6-trihydroxybenzoate",xenobiotics,Benzoates,66520,IBHWREHFNDMRPR-UHFFFAOYSA-N,lc/ms neg,169.01424,1574
"2,4-diaminobutyrate",amino acid,,,,lc/ms pos early,119.08151,2621
"2,4-dichlorophenol sulfate",xenobiotics,Chlorobenzenes,9837697,XEBCTJAOHUUGHB-UHFFFAOYSA-N,lc/ms neg,240.91345,3860
"2,4-dihydroxybenzoic acid",secondary metabolism,,,,gc/ms,355.2,1762
"2,4-dihydroxybutyrate",lipid,Glycols,192742,UFYGCFHQAXXBCF-UHFFFAOYSA-N,lc/ms polar,119.035,1793
"2,4-dihydroxyhydrocinnamate",xenobiotics,"Acids, Carbocyclic",96384,HMCMTJPPXSGYJY-UHFFFAOYSA-N,lc/ms neg,181.0506,1759
"2,4-di-tert-butylphenol",xenobiotics,Benzene Derivatives,7311,ICKWICRCANNIBI-UHFFFAOYSA-N,lc/ms neg,205.1597,5749
"2,6-dihydroxybenzoic acid",xenobiotics,Benzoates,9338,AKEUNCKRJATALU-UHFFFAOYSA-N,lc/ms polar,153.0193,729
"2,6-dimethylphenol sulfate",xenobiotics,,,,lc/ms neg,201.0227,3342
"2,8-quinolinediol",xenobiotics,"Heterocyclic Compounds, 2-Ring",97250,ZXZKYYHTWHJHFT-UHFFFAOYSA-N,lc/ms pos early,162.05496,2514
"2,8-quinolinediol sulfate",xenobiotics,"Heterocyclic Compounds, 2-Ring",166594805,FXUMDIMYLNQKKT-UHFFFAOYSA-N,lc/ms neg,239.99721,2612
20a-dihydroprogesterone,lipid,,,,lc/ms pos late,317.24751,1255
20alpha-dihydroprogesterone,,,,,lc/ms pos late,,
21-hydroxypregnanolone disulfate,lipid,Steroid sulfate,,,lc/ms neg,246.0749,4300
21-hydroxypregnanolone monosulfate (1),lipid,Steroid sulfate,,,lc/ms neg,413.2003,4922
21-hydroxypregnenolone disulfate,lipid,Pregnenes,134595,CBOVWLYQUCVTFA-WPWXJNKXSA-N,lc/ms neg,245.0671,3935
21-hydroxypregnenolone monosulfate (1),lipid,Pregnenolone,,YNTXPDSHGMGJJG-WPWXJNKXSA-N,lc/ms neg,411.18468,4624
21-hydroxypregnenolone monosulfate (2),lipid,Steroid sulfate,174681,,lc/ms neg,411.18468,4711
25-hydroxycholesterol sulfate,lipid,Oxysterols,,PIUZYOCNZPYXOA-ZHHJOTBYSA-N,lc/ms neg,481.2993,5409
2-acetamidobutanoate,xenobiotics,"Amino Acids, Branched-Chain",306107,WZVZUKROCHDMDT-UHFFFAOYSA-N,lc/ms polar,144.06661,1340
2-acetamidophenol sulfate,xenobiotics,Acetanilides,181671,JCVGTUVGDOWZJE-UHFFFAOYSA-N,lc/ms neg,230.01286,2251
2-acrylamidoglycolic acid,xenobiotics,Organic Chemicals,92230,NEYTXADIGVEHQD-UHFFFAOYSA-N,lc/ms pos early,146.0448,810
2-acylglycero-phosphocholines,lipids,,,,lc/ms pos late,496.33977,1525
2-amino-3-hydroxybutanedioic acid,,,,,gc/ms,218,1641
2-aminoadipate,amino acid,Adipates,469,OYIFNHCXNCRBQI-UHFFFAOYSA-N,lc/ms polar,160.06153,3500
2-aminobutyrate,amino acid,Butyrates,6657,QWCKQJZIFLGMSD-GSVOUGTGSA-N,lc/ms pos early,104.07061,2059
2-aminoheptanoate,lipid,Dicarboxylic Acids,227939,RDFMDVXONNIGBC-UHFFFAOYSA-N,lc/ms pos early,146.11756,3160
2-aminooctanoate,lipid,"Amino Acids, Peptides, and Proteins",69522,AKVBCGQVQXPRLD-UHFFFAOYSA-N,lc/ms pos late,160.13321,750
2-amino-p-cresol sulfate,xenobiotics,,,,lc/ms neg,202.01795,2320
2-aminopentanoate,amino acid,,,,gc/ms,144.1,1279
2-aminophenol,amino acid,Aniline Compounds,5801,CDAWCLOXVUBKRW-UHFFFAOYSA-N,lc/ms pos early,110.06004,2644
2-aminophenol sulfate,xenobiotics,Aniline Compounds,181670,VSTZVCJQGSLNLL-UHFFFAOYSA-N,lc/ms neg,188.0023,1677
2'-amp,nucleotide,,,,lc/ms neg,346.0558,1497.7
2-arachidonoyl glycerol,lipid,MAG,5282280,RCRCTBLIHCHWDZ-DOFZRALJSA-N,lc/ms neg,303.23293,6170
2-arachidonoylglycerol (20:4),lipid,MAG,5282280,RCRCTBLIHCHWDZ-DOFZRALJSA-N,lc/ms neg,303.23293,6170
2-arachidonoylglycerophosphocholine,lipid,LPC,16035470,IGJKYDBBINVMLH-SNPVRQPZSA-O,lc/ms pos,544.3,5524
2-arachidonoylglycerophosphocholine*,lipid,LPC,16035470,IGJKYDBBINVMLH-SNPVRQPZSA-O,lc/ms pos,544.3,5524
2-arachidonoylglycerophosphoethanolamine,lipid,LPE,,,lc/ms neg,500.3,5674
2-arachidonoylglycerophosphoethanolamine*,lipid,LPE,,,lc/ms neg,500.3,5674
2-arachidonoylglycerophosphoinositol,lipid,,,,lc/ms neg,619.3,5456
2-arachidonoylglycerophosphoinositol*,lipid,,,,lc/ms neg,619.3,5456
2-arachidonoyl-gpc (20:4)*,lipid,PC,,,lc/ms neg,544.33977,5520
2-arachidonoyl-gpc* (20:4)*,glycerophosopholipid mtb,PC,,,lc/ms neg,618.3413,5965
2-arachidonoyl-gpe (20:4)*,lipid,PE,,,lc/ms neg,500.27826,5793
2-arachidonoyl-gpe* (20:4)*,glycerophosopholipid mtb,PE,,,lc/ms neg,500.2783,5793
2-behenoylglycerophosphocholine*,,,,,lc/ms pos,580.43367,6294
2-butenoylglycine,lipid,Amino Acids,6303498,WWJXRJJBIVSSNF-NSCUHMNNSA-N,lc/ms neg,142.051,1380
2-c-methyl-d-erythritol-4-phosphate,carbohydrate,,,,lc/ms polar,167.05611,1491
2'-deoxyadenosine,nucleotide,Pyrimidine Nucleosides,13730,OLXZPDWKRNYJJZ-RRKCRQDMSA-N,lc/ms pos early,252.10912,2252
2'-deoxyadenosine 3'-monophosphate,nucleotide,,,,lc/ms neg,330.06089,1162
2'-deoxyadenosine 5'-diphosphate,nucleotide,,,,lc/ms neg,410.02723,1050
2'-deoxyadenosine 5'-monophosphate,nucleotide,Adenine Nucleotides,12599,KHWCHTKSEGGWEX-RRKCRQDMSA-N,lc/ms neg,330.06089,1315
2'-deoxyadenosine 5'-triphosphate,nucleotide,,,,lc/ms neg,489.99356,
2'-deoxycytidine,nucleotide,Cytidine,13711,CKTSBUTUHBMZGZ-SHYZEUOFSA-N,lc/ms pos early,228.09789,2193
2'-deoxycytidine 3'-monophosphate,nucleotide,,,,lc/ms pos early,308,1048
2'-deoxycytidine 5'-monophosphate,nucleotide,,,,lc/ms pos early,308.06422,975
2'-deoxyguanosine,nucleotide,Guanosine,187790,YKBGVTZYEHREMT-KVQBGUIXSA-N,lc/ms neg,266.08948,1751
2'-deoxyguanosine 3'-monophosphate,nucleotide,,,,lc/ms pos early,348.07036,881
2'-deoxyguanosine 5'-monophosphate (dgmp),nucleotide,Guanine Nucleotides,135398597,LTFMZDNNPPEQNG-KVQBGUIXSA-N,lc/ms pos early,346.0558,963
2'-deoxyinosine,nucleotide,Purine Nucleosides,135398593,VGONTNSXDCQUGY-RRKCRQDMSA-N,lc/ms neg,251.07857,1688
2-deoxyribose,carbohydrate,Deoxy Sugars,5460005,ASJSAQIRZKANQN-CRCLSJGQSA-N,lc/ms pos early,117.05463,764
2'-deoxyuridine,nucleotide,Uridine,13712,MXHRCPNRJAMMIM-SHYZEUOFSA-N,lc/ms neg,227.0673,1586
2'-deoxyuridine 5'-monophosphate,,,,,lc/ms polar,307.03368,3700
2-dihomo-linolenoyl-gpc (20:3n3 or 6)*,,,,,lc/ms pos,546.35542,5578.6
2-dihomo-linoleoylglycerol (20:2)*,lipid,LPC,,,lc/ms neg,307.26423,6700
2-dimethylaminoethanol,xenobiotics,Ethanolamines,7902,UEEJHVSXFDXPFK-UHFFFAOYSA-N,lc/ms pos early,90.09134,1983
2-docosahexaenoylglcyerol*,lipid,,,,lc/ms neg,309.22236,6000
2-docosahexaenoylglycerol (22:6),lipid,,,,lc/ms neg,309.22236,6050
2-docosahexaenoylglycerol (22:6)*,lipid,MAG,,,lc/ms neg,309.22236,6050
2-docosahexaenoylglycerophosphocholine,lipid,LPC,10415542,LSOWKZULVQWMLY-APPDJCNMSA-N,lc/ms pos,568.3,5507
2-docosahexaenoylglycerophosphocholine*,lipid,LPC,10415542,LSOWKZULVQWMLY-APPDJCNMSA-N,lc/ms pos,568.3,5507
2-docosahexaenoylglycerophosphoethanolamine,lipid,LPE,52925132,XEVRBOQZSXWGQO-PAUXXPOVSA-N,lc/ms neg,524.3,5600
2-docosahexaenoylglycerophosphoethanolamine*,lipid,LPE,52925132,XEVRBOQZSXWGQO-PAUXXPOVSA-N,lc/ms pos,526.2,5512
2-docosahexaenoyl-gpc (22:6)*,,PC,,,lc/ms neg,,
2-docosahexaenoyl-gpc* (22:6)*,lipid,PC,,,lc/ms neg,642.34125,
2-docosahexaenoyl-gpe (22:6)*,glycerophosopholipid mtb,PE,,,lc/ms neg,524.2783,5514
2-docosapentaenoylglycerophosphocholine (22:5n3),lipid,,,,lc/ms pos,570.3,5532
2-docosapentaenoylglycerophosphocholine (22:5n3)*,lipid,,,,lc/ms pos,570.35542,5550
2-docosapentaenoylglycerophosphocholine*,lipid,LPC,,,lc/ms pos,570.3,5532
2-docosapentaenoylglycerophosphoethanolamine,lipid,,,,lc/ms pos,528.2,5548
2-docosapentaenoylglycerophosphoethanolamine*,lipid,,,,lc/ms pos,528.2,5548
2-docosapentaenoyl-gpc (22:5n3)*,,PC,,,lc/ms pos,570.35542,5550
2-docosapentaenoyl-gpe (22:5)*,,,,,lc/ms pos,,
2-eicosapentaenoylglycerol (20:5)*,lipid,,,,lc/ms neg,301.21728,5943
2-eicosapentaenoylglycerophosphoethanolamine,lipid,,,,lc/ms pos,500.1,5448
2-eicosapentaenoylglycerophosphoethanolamine*,lipid,,,,lc/ms pos,500.1,5448
2-eicosapentaenoyl-gpe (20:5)*,,,,,lc/ms pos,,
2-eicosatrienoylglycerophosphocholine*,lipid,LPC,,,lc/ms pos,546.3,5565
2-eicosenoylglycerophosphocholine(20:1n9)*,lipid,LPC,,,lc/ms pos,550.38672,5807
2-ethylhexanoate,xenobiotics,"Acids, Acyclic",4072356,OBETXYAYXDNJHR-UHFFFAOYSA-M,gc/ms,201.2,1210.5
2-ethylhexanoate (isobar with 2-propylpentanoate),xenobiotics,,,,lc/ms neg,143.1,3909
2-ethylphenylsulfate,xenobiotics,Benzene Derivatives,66796288,VYHOQNBQODHWTB-UHFFFAOYSA-N,lc/ms neg,201.0227,3416
2'-fucosyllactose,,,,,lc/ms neg,487.16684,846
2-fucosyllactose,carbohydrate,Oligosaccharides,,HWHQUWQCBPAQQH-BWRPKUOHSA-N,lc/ms neg,487.16684,846
2-furoylcarnitine,xenobiotics,CAR,,PAWKFSDYZWNWRA-SECBINFHSA-N,lc/ms pos early,256.118,2672
2-heptadecenoylglycerol (17:1)*,lipid,,,,lc/ms neg,267.2329,6284
2-heptyl-1h-quinolin-4-one (hhq),xenobiotics,,,,lc/ms pos late,244.16959,1058
2-heptyl-3-hydroxy-4-quinolone,xenobiotics,,,,lc/ms pos late,260.1645,1125
2-hydroxy-3-methylvalerate,amino acid,Valerates,10796774,RILPIWOPNGRASR-RFZPGFLSSA-N,lc/ms neg,131.07136,1800
2-hydroxy-4-(methylthio)butanoic acid,amino acid,"Amino Acids, Sulfur",11427,ONFOSYPQQXJWGS-UHFFFAOYSA-N,lc/ms polar,149.0278,1065
2-hydroxyacetaminophen sulfate*,xenobiotics,Acetanilides,86290013,HRLQZTOIKWEZBN-UHFFFAOYSA-N,lc/ms neg,246.00778,1674
2-hydroxyadipate,lipid,Dicarboxylic Acids,193530,OTTXIFWBPRRYOG-UHFFFAOYSA-N,lc/ms polar,161.04554,3000
2-hydroxyarachidate,lipid,Lipids,5225199,CPLYLXYEVLGWFJ-UHFFFAOYSA-N,lc/ms neg,327.29047,5990
2-hydroxyarachidate*,lipid,Lipids,5225199,CPLYLXYEVLGWFJ-UHFFFAOYSA-N,lc/ms neg,327.2905,5990
2-hydroxybehenate,lipid,Lipids,193484,RPGJJWLCCOPDAZ-UHFFFAOYSA-N,lc/ms neg,355.32177,6384
2-hydroxybutyrate (ahb),amino acid,Butyrates,11266,AFENDNXGAFYKQO-UHFFFAOYSA-N,gc/ms,131,1169.4
2-hydroxybutyrate/2-hydroxyisobutyrate,amino acid,Butyrates,11266,AFENDNXGAFYKQO-UHFFFAOYSA-N,lc/ms polar,103.04006,1258
